,subject,post,latitude,longitude,sentiment,score
1354,Street Fair,Excited about the new renovations at Elm. It's going to be great for the community!,33.737748,-84.359744,Positive,0.9999996423721313
1355,Public Transport Notice,"Avoid Elm during rush hour, construction is causing major delays.",33.831756,-84.52972,Negative,0.9986013770103455
1356,Public Transport Notice,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.715306,-84.304206,Positive,0.9999996423721313
1357,Traffic Update,Don't miss the 5th happening this weekend at Highland. Always a good time!,33.748227,-84.373396,Positive,0.9731401205062866
1358,Park Renovation,Public transport update: River line will have altered schedules this week.,33.657324,-84.52959,Neutral,0.999998927116394
1359,Community Meeting,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.772271,-84.364533,Neutral,0.9937437176704407
1360,Traffic Update,Community meeting at River this Thursday to discuss the new Highland development.,33.864378,-84.317735,Neutral,0.9999992847442627
1361,New Restaurant Opening,Watch out for a giant pothole on 5th Street. Be careful driving!,33.859721,-84.550283,Neutral,0.9965265393257141
1362,Public Transport Notice,Don't miss the Broadway happening this weekend at Peachtree. Always a good time!,33.691591,-84.340254,Positive,0.8566089868545532
1363,Traffic Update,Watch out for a giant pothole on Highland Street. Be careful driving!,33.764816,-84.51259,Neutral,0.9961722493171692
1364,Traffic Update,Watch out for a giant pothole on North Street. Be careful driving!,33.660315,-84.435603,Neutral,0.9953041076660156
1365,New Restaurant Opening,"Avoid North during rush hour, construction is causing major delays.",33.724794,-84.520652,Negative,0.9987327456474304
1366,Traffic Update,Public transport update: Main line will have altered schedules this week.,33.75091,-84.375259,Neutral,0.9999990463256836
1367,Park Renovation,"Heads up, North is undergoing some major infrastructure work for the next month.",33.793051,-84.364743,Neutral,0.9999599456787109
1368,Park Renovation,Watch out for a giant pothole on Maple Street. Be careful driving!,33.871635,-84.541096,Neutral,0.9965986609458923
1369,Pothole Alert,Don't miss the Peachtree happening this weekend at River. Always a good time!,33.847428,-84.338846,Positive,0.945328414440155
1370,Park Renovation,Public transport update: Broadway line will have altered schedules this week.,33.841857,-84.453111,Neutral,0.9999985694885254
1371,New Restaurant Opening,Don't miss the River happening this weekend at 5th. Always a good time!,33.764884,-84.443203,Positive,0.9838798642158508
1372,Community Meeting,Public transport update: Maple line will have altered schedules this week.,33.853666,-84.328454,Neutral,0.999998927116394
1373,Community Meeting,Excited about the new renovations at Main. It's going to be great for the community!,33.795435,-84.339321,Positive,0.9999997615814209
1374,Pothole Alert,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.824075,-84.472923,Neutral,0.9999204874038696
1375,Infrastructure Work,Watch out for a giant pothole on Maple Street. Be careful driving!,33.859502,-84.376553,Neutral,0.9965986609458923
1376,Park Renovation,Public transport update: Maple line will have altered schedules this week.,33.8507,-84.415919,Neutral,0.999998927116394
1377,Street Fair,Watch out for a giant pothole on North Street. Be careful driving!,33.669124,-84.522003,Neutral,0.9953041076660156
1378,Community Meeting,Heard about a new Broadway opening on Broadway. Definitely worth checking out!,33.809145,-84.403831,Neutral,0.9995750784873962
1379,Traffic Update,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.849812,-84.548685,Neutral,0.9999755620956421
1380,Local Event,Excited about the new renovations at River. It's going to be great for the community!,33.667319,-84.36208,Positive,0.9999996423721313
1381,Park Renovation,Public transport update: Maple line will have altered schedules this week.,33.814507,-84.378685,Neutral,0.999998927116394
1382,Pothole Alert,Excited about the new renovations at North. It's going to be great for the community!,33.807199,-84.424215,Positive,0.9999997615814209
1383,Street Fair,Heard about a new Elm opening on Peachtree. Definitely worth checking out!,33.809492,-84.336378,Neutral,0.9997137188911438
1384,Community Meeting,Excited about the new renovations at Broadway. It's going to be great for the community!,33.787903,-84.525926,Positive,0.9999996423721313
1385,Local Event,Don't miss the 5th happening this weekend at 5th. Always a good time!,33.838991,-84.339999,Positive,0.9812569618225098
1386,Traffic Update,Watch out for a giant pothole on 5th Street. Be careful driving!,33.669187,-84.360268,Neutral,0.9965265393257141
1387,Community Meeting,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.775134,-84.317725,Neutral,0.9999618530273438
1388,Street Fair,Public transport update: Broadway line will have altered schedules this week.,33.6994,-84.502461,Neutral,0.9999985694885254
1389,Infrastructure Work,Public transport update: Broadway line will have altered schedules this week.,33.685924,-84.361907,Neutral,0.9999985694885254
1390,Community Meeting,"Avoid 5th during rush hour, construction is causing major delays.",33.695372,-84.526205,Negative,0.9998218417167664
1391,Public Transport Notice,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.699747,-84.540147,Neutral,0.9998862743377686
1392,Traffic Update,Heard about a new North opening on River. Definitely worth checking out!,33.735074,-84.295495,Neutral,0.9992207288742065
1393,Park Renovation,Excited about the new renovations at North. It's going to be great for the community!,33.762461,-84.310443,Positive,0.9999997615814209
1394,New Restaurant Opening,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.733628,-84.301378,Neutral,0.999975323677063
1395,Public Transport Notice,Heard about a new 5th opening on Maple. Definitely worth checking out!,33.874379,-84.50545,Neutral,0.9996542930603027
1396,Infrastructure Work,Watch out for a giant pothole on Highland Street. Be careful driving!,33.795489,-84.388246,Neutral,0.9961722493171692
1397,Community Meeting,Heard about a new River opening on Main. Definitely worth checking out!,33.867485,-84.354111,Neutral,0.9996016621589661
1398,New Restaurant Opening,The annual street fair at River is this Saturday. Great food and local crafts!,33.820555,-84.294173,Neutral,0.9999666213989258
1399,Park Renovation,Don't miss the 5th happening this weekend at Peachtree. Always a good time!,33.805684,-84.330555,Positive,0.945564329624176
1400,Traffic Update,Heard about a new Highland opening on Highland. Definitely worth checking out!,33.836404,-84.366548,Neutral,0.9995591044425964
1401,Local Event,Heard about a new Peachtree opening on Maple. Definitely worth checking out!,33.71089,-84.52685,Neutral,0.9997082352638245
1402,Infrastructure Work,Watch out for a giant pothole on River Street. Be careful driving!,33.693848,-84.417069,Neutral,0.9974990487098694
1403,Infrastructure Work,Public transport update: Highland line will have altered schedules this week.,33.682995,-84.355194,Neutral,0.9999979734420776
1404,Park Renovation,Don't miss the North happening this weekend at North. Always a good time!,33.858241,-84.346164,Positive,0.9770819544792175
1405,Street Fair,Public transport update: Peachtree line will have altered schedules this week.,33.717861,-84.358473,Neutral,0.999998927116394
1406,New Restaurant Opening,"Avoid Elm during rush hour, construction is causing major delays.",33.826522,-84.495043,Negative,0.9986013770103455
1407,Street Fair,Heard about a new Maple opening on North. Definitely worth checking out!,33.781971,-84.342441,Neutral,0.9990699887275696
1408,Pothole Alert,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.859708,-84.32405,Neutral,0.9996829032897949
1409,Traffic Update,Watch out for a giant pothole on 5th Street. Be careful driving!,33.660894,-84.456119,Neutral,0.9965265393257141
1410,Local Event,Community meeting at Elm this Thursday to discuss the new River development.,33.870695,-84.413629,Neutral,0.9999992847442627
1411,Public Transport Notice,Excited about the new renovations at 5th. It's going to be great for the community!,33.650486,-84.392478,Positive,0.9999995231628418
1412,Infrastructure Work,Excited about the new renovations at Maple. It's going to be great for the community!,33.702824,-84.510314,Positive,0.9999997615814209
1413,Infrastructure Work,Community meeting at Maple this Thursday to discuss the new Highland development.,33.865222,-84.462196,Neutral,0.9999990463256836
1414,Traffic Update,Public transport update: Highland line will have altered schedules this week.,33.817544,-84.538006,Neutral,0.9999979734420776
1415,Community Meeting,Heard about a new Main opening on Highland. Definitely worth checking out!,33.65872,-84.442686,Neutral,0.9998095631599426
1416,Community Meeting,Community meeting at Maple this Thursday to discuss the new Highland development.,33.72014,-84.514773,Neutral,0.9999990463256836
1417,Pothole Alert,Watch out for a giant pothole on Elm Street. Be careful driving!,33.790551,-84.381977,Neutral,0.9965171813964844
1418,Public Transport Notice,"Heads up, Maple is undergoing some major infrastructure work for the next month.",33.675601,-84.318037,Neutral,0.9998587369918823
1419,Local Event,Heard about a new North opening on Elm. Definitely worth checking out!,33.686537,-84.366827,Neutral,0.9994127750396729
1420,Street Fair,Don't miss the 5th happening this weekend at Maple. Always a good time!,33.849797,-84.39316,Positive,0.9823472499847412
1421,Local Event,"Avoid Main during rush hour, construction is causing major delays.",33.736711,-84.428234,Negative,0.9989157915115356
1422,Park Renovation,Don't miss the 5th happening this weekend at Elm. Always a good time!,33.758464,-84.427493,Positive,0.97513347864151
1423,Community Meeting,Don't miss the Maple happening this weekend at 5th. Always a good time!,33.783729,-84.37948,Positive,0.9445198178291321
1424,Infrastructure Work,Watch out for a giant pothole on Main Street. Be careful driving!,33.671098,-84.465069,Neutral,0.9950763583183289
1425,Local Event,Public transport update: North line will have altered schedules this week.,33.679165,-84.333635,Neutral,0.9999982118606567
1426,Park Renovation,Public transport update: Elm line will have altered schedules this week.,33.816164,-84.484318,Neutral,0.9999988079071045
1427,Local Event,"Avoid Broadway during rush hour, construction is causing major delays.",33.819609,-84.347882,Negative,0.9960518479347229
1428,Local Event,"Avoid Main during rush hour, construction is causing major delays.",33.740479,-84.369904,Negative,0.9989157915115356
1429,Community Meeting,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.746293,-84.443875,Neutral,0.9999618530273438
1430,Public Transport Notice,Watch out for a giant pothole on Peachtree Street. Be careful driving!,33.806348,-84.394111,Neutral,0.9978082776069641
