subject,post,latitude,longitude
Community Meeting,Heard about a new Broadway opening on River. Definitely worth checking out!,33.81381,-84.293848
New Restaurant Opening,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.848727,-84.409618
Traffic Update,"Avoid Maple during rush hour, construction is causing major delays.",33.728277,-84.493466
Street Fair,Excited about the new renovations at Elm. It's going to be great for the community!,33.761351,-84.419079
Street Fair,Watch out for a giant pothole on 5th Street. Be careful driving!,33.864975,-84.332076
New Restaurant Opening,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.827634,-84.297919
Street Fair,Community meeting at Peachtree this Thursday to discuss the new Main development.,33.651135,-84.535119
Public Transport Notice,Don't miss the Broadway happening this weekend at Main. Always a good time!,33.858117,-84.303787
Infrastructure Work,Community meeting at Maple this Thursday to discuss the new Maple development.,33.684523,-84.378921
Local Event,The annual street fair at River is this Saturday. Great food and local crafts!,33.759279,-84.457363
Infrastructure Work,"Avoid North during rush hour, construction is causing major delays.",33.826366,-84.309326
Park Renovation,"Heads up, River is undergoing some major infrastructure work for the next month.",33.78826,-84.393435
Community Meeting,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.832675,-84.307842
Community Meeting,Don't miss the North happening this weekend at River. Always a good time!,33.834519,-84.430302
Street Fair,Excited about the new renovations at Elm. It's going to be great for the community!,33.737748,-84.359744
Public Transport Notice,"Avoid Elm during rush hour, construction is causing major delays.",33.831756,-84.52972
Public Transport Notice,Excited about the new renovations at Peachtree. It's going to be great for the community!,33.715306,-84.304206
Traffic Update,Don't miss the 5th happening this weekend at Highland. Always a good time!,33.748227,-84.373396
Park Renovation,Public transport update: River line will have altered schedules this week.,33.657324,-84.52959
Community Meeting,Watch out for a giant pothole on Broadway Street. Be careful driving!,33.772271,-84.364533
Traffic Update,Community meeting at River this Thursday to discuss the new Highland development.,33.864378,-84.317735
New Restaurant Opening,Watch out for a giant pothole on 5th Street. Be careful driving!,33.859721,-84.550283
Public Transport Notice,Don't miss the Broadway happening this weekend at Peachtree. Always a good time!,33.691591,-84.340254
Traffic Update,Watch out for a giant pothole on Highland Street. Be careful driving!,33.764816,-84.51259
Traffic Update,Watch out for a giant pothole on North Street. Be careful driving!,33.660315,-84.435603
New Restaurant Opening,"Avoid North during rush hour, construction is causing major delays.",33.724794,-84.520652
Traffic Update,Public transport update: Main line will have altered schedules this week.,33.75091,-84.375259
Park Renovation,"Heads up, North is undergoing some major infrastructure work for the next month.",33.793051,-84.364743
Park Renovation,Watch out for a giant pothole on Maple Street. Be careful driving!,33.871635,-84.541096
Pothole Alert,Don't miss the Peachtree happening this weekend at River. Always a good time!,33.847428,-84.338846
Park Renovation,Public transport update: Broadway line will have altered schedules this week.,33.841857,-84.453111
New Restaurant Opening,Don't miss the River happening this weekend at 5th. Always a good time!,33.764884,-84.443203
Community Meeting,Public transport update: Maple line will have altered schedules this week.,33.853666,-84.328454
Community Meeting,Excited about the new renovations at Main. It's going to be great for the community!,33.795435,-84.339321
Pothole Alert,"Heads up, Broadway is undergoing some major infrastructure work for the next month.",33.824075,-84.472923
Infrastructure Work,Watch out for a giant pothole on Maple Street. Be careful driving!,33.859502,-84.376553
Park Renovation,Public transport update: Maple line will have altered schedules this week.,33.8507,-84.415919
Street Fair,Watch out for a giant pothole on North Street. Be careful driving!,33.669124,-84.522003
Community Meeting,Heard about a new Broadway opening on Broadway. Definitely worth checking out!,33.809145,-84.403831
Traffic Update,The annual street fair at Broadway is this Saturday. Great food and local crafts!,33.849812,-84.548685
Local Event,Excited about the new renovations at River. It's going to be great for the community!,33.667319,-84.36208
Park Renovation,Public transport update: Maple line will have altered schedules this week.,33.814507,-84.378685
Pothole Alert,Excited about the new renovations at North. It's going to be great for the community!,33.807199,-84.424215
Street Fair,Heard about a new Elm opening on Peachtree. Definitely worth checking out!,33.809492,-84.336378
Community Meeting,Excited about the new renovations at Broadway. It's going to be great for the community!,33.787903,-84.525926
Local Event,Don't miss the 5th happening this weekend at 5th. Always a good time!,33.838991,-84.339999
Traffic Update,Watch out for a giant pothole on 5th Street. Be careful driving!,33.669187,-84.360268
Community Meeting,"Heads up, 5th is undergoing some major infrastructure work for the next month.",33.775134,-84.317725
Street Fair,Public transport update: Broadway line will have altered schedules this week.,33.6994,-84.502461
Infrastructure Work,Public transport update: Broadway line will have altered schedules this week.,33.685924,-84.361907
Community Meeting,"Avoid 5th during rush hour, construction is causing major delays.",33.695372,-84.526205
Public Transport Notice,The annual street fair at Elm is this Saturday. Great food and local crafts!,33.699747,-84.540147
Traffic Update,Heard about a new North opening on River. Definitely worth checking out!,33.735074,-84.295495
Park Renovation,Excited about the new renovations at North. It's going to be great for the community!,33.762461,-84.310443
New Restaurant Opening,The annual street fair at Maple is this Saturday. Great food and local crafts!,33.733628,-84.301378
Public Transport Notice,Heard about a new 5th opening on Maple. Definitely worth checking out!,33.874379,-84.50545
Infrastructure Work,Watch out for a giant pothole on Highland Street. Be careful driving!,33.795489,-84.388246
Community Meeting,Heard about a new River opening on Main. Definitely worth checking out!,33.867485,-84.354111
New Restaurant Opening,The annual street fair at River is this Saturday. Great food and local crafts!,33.820555,-84.294173
Park Renovation,Don't miss the 5th happening this weekend at Peachtree. Always a good time!,33.805684,-84.330555
Traffic Update,Heard about a new Highland opening on Highland. Definitely worth checking out!,33.836404,-84.366548
Local Event,Heard about a new Peachtree opening on Maple. Definitely worth checking out!,33.71089,-84.52685
Infrastructure Work,Watch out for a giant pothole on River Street. Be careful driving!,33.693848,-84.417069
Infrastructure Work,Public transport update: Highland line will have altered schedules this week.,33.682995,-84.355194
Park Renovation,Don't miss the North happening this weekend at North. Always a good time!,33.858241,-84.346164
Street Fair,Public transport update: Peachtree line will have altered schedules this week.,33.717861,-84.358473
New Restaurant Opening,"Avoid Elm during rush hour, construction is causing major delays.",33.826522,-84.495043
Street Fair,Heard about a new Maple opening on North. Definitely worth checking out!,33.781971,-84.342441
Pothole Alert,"Heads up, Peachtree is undergoing some major infrastructure work for the next month.",33.859708,-84.32405
Traffic Update,Watch out for a giant pothole on 5th Street. Be careful driving!,33.660894,-84.456119
Local Event,Community meeting at Elm this Thursday to discuss the new River development.,33.870695,-84.413629
Public Transport Notice,Excited about the new renovations at 5th. It's going to be great for the community!,33.650486,-84.392478
